"a_o","armas_medios","barrios_hecho","clasificaciones_delito","conducta","curso_de_vida","descripcion_conducta","dia","dia_semana","edad","estado_civil_persona","fecha_hecho","genero","latitud","longitud","mes","movil_agresor","movil_victima","nom_comuna","orden","zona"
"2014","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","22","miércoles","18","SOLTERO","2014-01-22T00:00:00.000","MASCULINO","7.177161408","-73.13060994","01. enero","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO","01. Norte","465","URBANA"
"2014","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","6","viernes","16","SOLTERO","2014-06-06T00:00:00.000","FEMENINO","7.178609095","-73.13163991","06. junio","PASAJERO MOTOCICLETA","A PIE","01. Norte","466","URBANA"
"2014","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","6","viernes","45","CASADO","2014-06-06T00:00:00.000","FEMENINO","7.178609095","-73.13163991","06. junio","PASAJERO MOTOCICLETA","A PIE","01. Norte","467","URBANA"
"2014","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","viernes","21","SOLTERO","2014-12-19T00:00:00.000","MASCULINO","7.17876693","-73.13385478","12. diciembre","A PIE","A PIE","01. Norte","468","URBANA"
"2016","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","10","martes","26","UNION LIBRE","2016-05-10T00:00:00.000","MASCULINO","7.180661688","-73.1315558","05. mayo","A PIE","A PIE","01. Norte","469","URBANA"
"2017","ARMA DE FUEGO","COLORADOS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","8","domingo","33","UNION LIBRE","2017-10-08T00:00:00.000","MASCULINO","7.175529602","-73.12989227","10. octubre","A PIE","A PIE","01. Norte","470","URBANA"
"2010","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","24","sábado","34","SOLTERO","2010-04-24T00:00:00.000","MASCULINO","7.15135927","-73.14570458","04. abril","A PIE","A PIE","03. San Francisco","471","URBANA"
"2010","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","lunes","26","SOLTERO","2010-04-26T00:00:00.000","FEMENINO","7.15135927","-73.14570458","04. abril","A PIE","A PIE","03. San Francisco","472","URBANA"
"2010","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","29","lunes","20","UNION LIBRE","2010-11-29T00:00:00.000","MASCULINO","7.15135927","-73.14570458","11. noviembre","CONDUCTOR VEHICULO","A PIE","03. San Francisco","473","URBANA"
"2011","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","3","domingo","20","SOLTERO","2011-04-03T00:00:00.000","MASCULINO","7.15135927","-73.14570458","04. abril","A PIE","A PIE","03. San Francisco","474","URBANA"
"2011","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","sábado","18","CASADO","2011-05-21T00:00:00.000","MASCULINO","7.15135927","-73.14570458","05. mayo","A PIE","A PIE","03. San Francisco","475","URBANA"
"2011","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","lunes","48","UNION LIBRE","2011-12-26T00:00:00.000","MASCULINO","7.15135927","-73.14570458","12. diciembre","A PIE","A PIE","03. San Francisco","476","URBANA"
"2012","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","jueves","22","SOLTERO","2012-11-15T00:00:00.000","MASCULINO","7.137387629","-73.129278","11. noviembre","CONDUCTOR MOTOCICLETA","A PIE","03. San Francisco","477","URBANA"
"2013","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","martes","23","UNION LIBRE","2013-02-26T00:00:00.000","FEMENINO","7.142580599","-73.128523","02. febrero","A PIE","A PIE","03. San Francisco","478","URBANA"
"2013","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","4","jueves","14","SOLTERO","2013-07-04T00:00:00.000","MASCULINO","7.137387629","-73.129278","07. julio","A PIE","A PIE","03. San Francisco","479","URBANA"
"2013","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","7","jueves","51","CASADO","2013-11-07T00:00:00.000","MASCULINO","7.138509941","-73.121658","11. noviembre","PASAJERO BUS","CONDUCTOR VEHICULO","03. San Francisco","480","URBANA"
"2015","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","2","martes","26","UNION LIBRE","2015-06-02T00:00:00.000","MASCULINO","7.138379021","-73.12711707","06. junio","PASAJERO MOTOCICLETA","A PIE","03. San Francisco","481","URBANA"
"2016","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","domingo","31","SOLTERO","2016-09-25T00:00:00.000","FEMENINO","7.138474832","-73.12642206","09. septiembre","PASAJERO MOTOCICLETA","A PIE","03. San Francisco","482","URBANA"
"2016","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","martes","29","UNION LIBRE","2016-11-15T00:00:00.000","MASCULINO","7.138347084","-73.12720526","11. noviembre","A PIE","A PIE","03. San Francisco","483","URBANA"
"2017","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","10","lunes","33","SOLTERO","2017-07-10T00:00:00.000","MASCULINO","7.139171089","-73.12312238","07. julio","CONDUCTOR MOTOCICLETA","A PIE","03. San Francisco","484","URBANA"
"2018","ARMA DE FUEGO","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","miércoles","43","UNION LIBRE","2018-02-28T00:00:00.000","MASCULINO","7.135746388","-73.12937192","02. febrero","CONDUCTOR MOTOCICLETA","A PIE","03. San Francisco","485","URBANA"
"2016","ARMA DE FUEGO","DIAMANTE I","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","14","martes","52","CASADO","2016-06-14T00:00:00.000","MASCULINO","7.092067991","-73.10575295","06. junio","A PIE","A PIE","09. La Pedregosa","486","URBANA"
"2010","ARMA DE FUEGO","DON BOSCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","viernes","41","UNION LIBRE","2010-01-01T00:00:00.000","MASCULINO","7.159047134","-73.13737383","01. enero","CONDUCTOR MOTOCICLETA","A PIE","04. Occidental","487","URBANA"
"2016","ARMA DE FUEGO","EL CINAL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","sábado","28","CASADO","2016-10-15T00:00:00.000","MASCULINO","7.138701053","-73.13734669","10. octubre","A PIE","A PIE","03. San Francisco","488","URBANA"
"2014","ARMA DE FUEGO","EL PABLON","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","31","miércoles","16","SOLTERO","2014-12-31T00:00:00.000","MASCULINO","7.180044296","-73.142867","12. diciembre","A PIE","A PIE","01. Norte","489","URBANA"
"2017","ARMA DE FUEGO","EL PABLON","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","domingo","27","SOLTERO","2017-05-28T00:00:00.000","MASCULINO","7.179554639","-73.14269234","05. mayo","CONDUCTOR MOTOCICLETA","PASAJERO MOTOCICLETA","01. Norte","490","URBANA"
"2017","ARMA DE FUEGO","EL PORVENIR","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","1","domingo","23","SOLTERO","2017-01-01T00:00:00.000","MASCULINO","7.080690657","-73.13277839","01. enero","A PIE","A PIE","11. Sur","491","URBANA"
"2010","ARMA DE FUEGO","EL PRADO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","3","miércoles","43","CASADO","2010-02-03T00:00:00.000","MASCULINO","7.134520829","-73.11588","02. febrero","A PIE","A PIE","13. Oriental","492","URBANA"
"2015","ARMA DE FUEGO","EL PRADO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","miércoles","44","CASADO","2015-02-25T00:00:00.000","FEMENINO","7.126743149","-73.11131349","02. febrero","A PIE","A PIE","13. Oriental","493","URBANA"
"2015","ARMA DE FUEGO","EL PRADO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","7","sábado","28","UNION LIBRE","2015-03-07T00:00:00.000","MASCULINO","7.124842844","-73.11233273","03. marzo","PASAJERO MOTOCICLETA","A PIE","13. Oriental","494","URBANA"
"2010","ARMA DE FUEGO","EL ROCIO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","14","miércoles","55","CASADO","2010-04-14T00:00:00.000","MASCULINO","7.119330719","-73.13573251","04. abril","CONDUCTOR MOTOCICLETA","CONDUCTOR VEHICULO","11. Sur","495","URBANA"
"2011","ARMA DE FUEGO","ESPERANZA I","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","3","jueves","34","UNION LIBRE","2011-11-03T00:00:00.000","MASCULINO","7.14929555","-73.13186101","11. noviembre","A PIE","A PIE","02. Nor Oriental","496","URBANA"
"2012","ARMA DE FUEGO","ESPERANZA I","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","jueves","46","UNION LIBRE","2012-09-13T00:00:00.000","MASCULINO","7.14929555","-73.13186101","09. septiembre","A PIE","A PIE","02. Nor Oriental","497","URBANA"
"2014","ARMA DE FUEGO","ESPERANZA I","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","24","jueves","48","CASADO","2014-04-24T00:00:00.000","MASCULINO","7.145130166","-73.12631841","04. abril","A PIE","A PIE","02. Nor Oriental","498","URBANA"
"2016","ARMA DE FUEGO","ESPERANZA I","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","10","domingo","27","UNION LIBRE","2016-01-10T00:00:00.000","MASCULINO","7.14590417","-73.12493879","01. enero","A PIE","A PIE","02. Nor Oriental","499","URBANA"
"2016","ARMA DE FUEGO","ESPERANZA I","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","31","martes","19","SOLTERO","2016-05-31T00:00:00.000","MASCULINO","7.148066484","-73.12657762","05. mayo","A PIE","A PIE","02. Nor Oriental","500","URBANA"
"2011","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","3","jueves","25","UNION LIBRE","2011-02-03T00:00:00.000","MASCULINO","7.164589424","-73.14265977","02. febrero","A PIE","A PIE","02. Nor Oriental","501","URBANA"
"2012","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","4","lunes","22","SOLTERO","2012-06-04T00:00:00.000","MASCULINO","7.146800354","-73.125396","06. junio","A PIE","A PIE","02. Nor Oriental","502","URBANA"
"2014","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","domingo","46","DIVORCIADO","2014-06-15T00:00:00.000","MASCULINO","7.14715281","-73.12548156","06. junio","A PIE","A PIE","02. Nor Oriental","503","URBANA"
"2015","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","viernes","38","DIVORCIADO","2015-12-25T00:00:00.000","MASCULINO","7.146716112","-73.12527863","12. diciembre","A PIE","A PIE","02. Nor Oriental","504","URBANA"
"2017","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","5","miércoles","20","SOLTERO","2017-07-05T00:00:00.000","MASCULINO","7.146745895","-73.12715715","07. julio","A PIE","A PIE","02. Nor Oriental","505","URBANA"
"2018","ARMA DE FUEGO","ESPERANZA II","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","sábado","25","SOLTERO","2018-04-28T00:00:00.000","MASCULINO","7.146551684","-73.12668971","04. abril","A PIE","A PIE","02. Nor Oriental","506","URBANA"
"2010","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","7","sábado","17","SOLTERO","2010-08-07T00:00:00.000","MASCULINO","7.154812438","-73.131358","08. agosto","A PIE","A PIE","02. Nor Oriental","507","URBANA"
"2011","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","2","lunes","31","UNION LIBRE","2011-05-02T00:00:00.000","MASCULINO","7.154812438","-73.131358","05. mayo","CONDUCTOR MOTOCICLETA","A PIE","02. Nor Oriental","508","URBANA"
"2013","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","30","jueves","26","SOLTERO","2013-05-30T00:00:00.000","MASCULINO","7.146800354","-73.125396","05. mayo","A PIE","A PIE","02. Nor Oriental","509","URBANA"
"2017","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","6","viernes","28","CASADO","2017-01-06T00:00:00.000","MASCULINO","7.147555502","-73.12707115","01. enero","PASAJERO BUS","CONDUCTOR BUS","02. Nor Oriental","510","URBANA"
"2017","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","9","domingo","37","UNION LIBRE","2017-04-09T00:00:00.000","MASCULINO","7.148694565","-73.12659908","04. abril","A PIE","A PIE","02. Nor Oriental","511","URBANA"
"2017","ARMA DE FUEGO","ESPERANZA III","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","3","sábado","21","SOLTERO","2017-06-03T00:00:00.000","MASCULINO","7.147449047","-73.12627722","06. junio","A PIE","A PIE","02. Nor Oriental","512","URBANA"
"2011","ARMA DE FUEGO","GAITAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","29","domingo","37","CASADO","2011-05-29T00:00:00.000","MASCULINO","7.138563059","-73.13595058","05. mayo","A PIE","A PIE","04. Occidental","513","URBANA"
"2011","ARMA DE FUEGO","GAITAN","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","29","martes","66","UNION LIBRE","2011-11-29T00:00:00.000","MASCULINO","7.138563059","-73.13595058","11. noviembre","CONDUCTOR MOTOCICLETA","A PIE","04. Occidental","514","URBANA"
"2018","ARMA DE FUEGO","GAITAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","jueves","56","SOLTERO","2018-03-15T00:00:00.000","MASCULINO","7.129694247","-73.13547127","03. marzo","A PIE","A PIE","04. Occidental","515","URBANA"
"2011","ARMA DE FUEGO","GARCIA ROVIRA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","29","sábado","28","UNION LIBRE","2011-01-29T00:00:00.000","MASCULINO","7.170557382","-73.135108","01. enero","CONDUCTOR MOTOCICLETA","A PIE","15. Centro","516","URBANA"
"2010","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","5","sábado","32","CASADO","2010-06-05T00:00:00.000","MASCULINO","7.170557382","-73.135108","06. junio","A PIE","A PIE","04. Occidental","517","URBANA"
"2010","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","lunes","29","SOLTERO","2010-11-01T00:00:00.000","MASCULINO","7.170557382","-73.135108","11. noviembre","A PIE","CONDUCTOR MOTOCICLETA","04. Occidental","518","URBANA"
"2011","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","30","domingo","27","UNION LIBRE","2011-10-30T00:00:00.000","MASCULINO","7.170557382","-73.135108","10. octubre","A PIE","A PIE","04. Occidental","519","URBANA"
"2012","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","viernes","45","CASADO","2012-04-13T00:00:00.000","MASCULINO","7.121843121","-73.139995","04. abril","CONDUCTOR MOTOCICLETA","CONDUCTOR VEHICULO","04. Occidental","520","URBANA"
"2012","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","14","lunes","22","SOLTERO","2012-05-14T00:00:00.000","MASCULINO","7.121843121","-73.139995","05. mayo","A PIE","A PIE","04. Occidental","521","URBANA"
"2012","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","miércoles","32","UNION LIBRE","2012-08-22T00:00:00.000","FEMENINO","7.170557382","-73.135108","08. agosto","A PIE","A PIE","04. Occidental","522","URBANA"
"2015","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","7","martes","35","CASADO","2015-04-07T00:00:00.000","MASCULINO","7.122261184","-73.13190213","04. abril","PASAJERO MOTOCICLETA","CONDUCTOR MOTOCICLETA","04. Occidental","523","URBANA"
"2016","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","jueves","50","CASADO","2016-05-26T00:00:00.000","MASCULINO","7.125023826","-73.13325632","05. mayo","A PIE","A PIE","04. Occidental","524","URBANA"
"2017","ARMA DE FUEGO","GIRARDOT","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","domingo","40","SOLTERO","2017-02-26T00:00:00.000","MASCULINO","7.125721137","-73.13420583","02. febrero","A PIE","A PIE","04. Occidental","525","URBANA"
"2016","ARMA DE FUEGO","GOMEZ NIÑO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","miércoles","40","UNION LIBRE","2016-01-13T00:00:00.000","MASCULINO","7.107878144","-73.12136877","01. enero","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO","06. La Concordia","526","URBANA"
"2013","ARMA DE FUEGO","GRANADA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","martes","50","CASADO","2013-09-17T00:00:00.000","MASCULINO","7.124215909","-73.130981","09. septiembre","A PIE","A PIE","04. Occidental","527","URBANA"
"2011","ARMA DE FUEGO","GRANJAS DE PROVENZA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","lunes","25","SOLTERO","2011-08-15T00:00:00.000","MASCULINO","7.086886077","-73.12501421","08. agosto","A PIE","A PIE","10. Provenza","528","URBANA"
"2011","ARMA DE FUEGO","GRANJAS DE PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","lunes","50","UNION LIBRE","2011-08-15T00:00:00.000","MASCULINO","7.086886077","-73.12501421","08. agosto","A PIE","A PIE","10. Provenza","529","URBANA"
"2013","ARMA DE FUEGO","GRANJAS DE PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","sábado","45","CASADO","2013-05-11T00:00:00.000","MASCULINO","7.079193294","-73.115858","05. mayo","A PIE","A PIE","10. Provenza","530","URBANA"
"2014","ARMA DE FUEGO","GRANJAS DE PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","sábado","52","CASADO","2014-10-25T00:00:00.000","MASCULINO","7.08253681","-73.11679056","10. octubre","A PIE","A PIE","10. Provenza","531","URBANA"
"2016","ARMA DE FUEGO","INV. CARLOS PIZARRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","10","viernes","31","SOLTERO","2016-06-10T00:00:00.000","MASCULINO","7.103459873","-73.17045856","06. junio","PASAJERO MOTOCICLETA","A PIE","Giron","532","OTROS"
"2010","ARMA DE FUEGO","INV. LOS CORRALES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","domingo","35","UNION LIBRE","2010-05-16T00:00:00.000","FEMENINO","7.155062551","-73.143856","05. mayo","A PIE","A PIE","01. Norte","533","URBANA"
"2016","ARMA DE FUEGO","INV. PUENTE NARIÑO","Lesiones fatales","FEMINICIDIO","05. Adultez","ARTÍCULO 104A. FEMINICIDIO","17","sábado","34","UNION LIBRE","2016-12-17T00:00:00.000","FEMENINO","7.150722516","-73.14615239","12. diciembre","A PIE","A PIE","01. Norte","534","URBANA"
"2017","ARMA DE FUEGO","INV. VILLAS DEL GIRARDOT","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","lunes","22","SOLTERO","2017-09-25T00:00:00.000","MASCULINO","7.121855316","-73.13774578","09. septiembre","A PIE","A PIE","04. Occidental","535","URBANA"
"2015","ARMA DE FUEGO","INVASION GALLINERAL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","29","domingo","46","UNION LIBRE","2015-11-29T00:00:00.000","MASCULINO","7.097859787","-73.16438604","11. noviembre","A PIE","A PIE","05. García Rovira","536","URBANA"
"2015","ARMA DE FUEGO","JARDINES DE ALTA GRACIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","22","jueves","19","UNION LIBRE","2015-01-22T00:00:00.000","MASCULINO","7.147640665","-73.13043228","01. enero","A PIE","A PIE","04. Occidental","537","URBANA"
"2016","ARMA DE FUEGO","JOSE ANTONIO GALAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","7","jueves","31","SOLTERO","2016-01-07T00:00:00.000","MASCULINO","7.100233977","-73.17189623","01. enero","A PIE","A PIE","05. García Rovira","538","URBANA"
"2017","ARMA DE FUEGO","JOSE ANTONIO GALAN","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","30","lunes","18","SOLTERO","2017-10-30T00:00:00.000","MASCULINO","7.101137616","-73.17126266","10. octubre","A PIE","A PIE","05. García Rovira","539","URBANA"
"2014","ARMA DE FUEGO","JOSE MARIA CORDOBA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","11","viernes","20","UNION LIBRE","2014-07-11T00:00:00.000","MASCULINO","7.149959129","-73.1269615","07. julio","A PIE","A PIE","02. Nor Oriental","540","URBANA"
"2015","ARMA DE FUEGO","JOSE MARIA CORDOBA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","domingo","30","SOLTERO","2015-07-26T00:00:00.000","MASCULINO","7.149953386","-73.12695077","07. julio","A PIE","A PIE","02. Nor Oriental","541","URBANA"
"2016","ARMA DE FUEGO","JOSE MARIA CORDOBA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","viernes","22","SOLTERO","2016-02-26T00:00:00.000","MASCULINO","7.150387186","-73.12724281","02. febrero","A PIE","A PIE","02. Nor Oriental","542","URBANA"
"2016","ARMA DE FUEGO","JOSE MARIA CORDOBA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","viernes","25","SOLTERO","2016-02-26T00:00:00.000","MASCULINO","7.150387186","-73.12724281","02. febrero","A PIE","A PIE","02. Nor Oriental","543","URBANA"
"2010","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","11","sábado","22","UNION LIBRE","2010-09-11T00:00:00.000","MASCULINO","7.161559719","-73.13891906","09. septiembre","A PIE","A PIE","01. Norte","544","URBANA"
"2012","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","27","domingo","33","UNION LIBRE","2012-05-27T00:00:00.000","MASCULINO","7.154812438","-73.131358","05. mayo","A PIE","A PIE","01. Norte","545","URBANA"
"2013","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","27","sábado","32","SOLTERO","2013-04-27T00:00:00.000","MASCULINO","7.154832987","-73.136127","04. abril","A PIE","A PIE","01. Norte","546","URBANA"
"2013","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","24","lunes","25","UNION LIBRE","2013-06-24T00:00:00.000","MASCULINO","7.154832987","-73.136127","06. junio","A PIE","A PIE","01. Norte","547","URBANA"
"2013","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","22","domingo","16","SOLTERO","2013-12-22T00:00:00.000","MASCULINO","7.154832987","-73.136127","12. diciembre","A PIE","A PIE","01. Norte","548","URBANA"
"2013","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","22","domingo","22","SOLTERO","2013-12-22T00:00:00.000","MASCULINO","7.154832987","-73.136127","12. diciembre","A PIE","A PIE","01. Norte","549","URBANA"
"2016","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","3","domingo","16","SOLTERO","2016-04-03T00:00:00.000","MASCULINO","7.151137686","-73.13422728","04. abril","PASAJERO MOTOCICLETA","A PIE","01. Norte","550","URBANA"
"2016","ARMA DE FUEGO","KENNEDY","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","21","sábado","45","DIVORCIADO","2016-05-21T00:00:00.000","MASCULINO","7.155241461","-73.13507486","05. mayo","A PIE","A PIE","01. Norte","551","URBANA"
"2018","ARMA DE FUEGO","KENNEDY","Lesiones fatales","FEMINICIDIO","04. Jovenes","ARTÍCULO 104A. FEMINICIDIO","24","sábado","28","UNION LIBRE","2018-02-24T00:00:00.000","FEMENINO","7.1497094","-73.13318648","02. febrero","CONDUCTOR VEHICULO","PASAJERO VEHICULO","01. Norte","552","URBANA"
